Accident Ref.,Borough,Boro,Easting,Northing,CREFNO,Casualty Class,Casualty Sex,Casualty Age (Banded),Casualty Age,No. of Casualties,Casualty Severity,Ped. Location,Ped. Movement,Mode of Travel, 
48180332675,CITY OF LONDON,0,532190,181100,1,1 Driver/Rider,2 Female,25-59,43,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180332690,CITY OF LONDON,0,531650,181000,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180332730,CITY OF LONDON,0,531630,181230,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48180332747,CITY OF LONDON,0,531410,181170,1,1 Driver/Rider,1 Male,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48180332955,CITY OF LONDON,0,531590,181420,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48180332993,CITY OF LONDON,0,532980,180980,1,1 Driver/Rider,1 Male,25-59,35,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48180333081,CITY OF LONDON,0,531770,181150,2,2 Passenger,2 Female,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
48180333081,CITY OF LONDON,0,531770,181150,1,2 Passenger,2 Female,60+,67,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
48180333081,CITY OF LONDON,0,531770,181150,3,2 Passenger,2 Female,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
48180333105,CITY OF LONDON,0,532910,181205,1,1 Driver/Rider,1 Male,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180333111,CITY OF LONDON,0,533300,181590,1,3 Pedestrian,2 Female,25-59,50,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
48180333121,CITY OF LONDON,0,531710,181740,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
48180333683,CITY OF LONDON,0,533810,180970,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48180333700,CITY OF LONDON,0,532120,181760,1,3 Pedestrian,1 Male,60+,69,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
48180333723,CITY OF LONDON,0,532410,180840,1,1 Driver/Rider,2 Female,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
48180333723,CITY OF LONDON,0,532410,180840,2,1 Driver/Rider,1 Male,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48180334254,CITY OF LONDON,0,533750,180540,1,1 Driver/Rider,2 Female,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48180334254,CITY OF LONDON,0,533750,180540,2,1 Driver/Rider,1 Male,25-59,53,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48180334264,CITY OF LONDON,0,531940,181770,1,1 Driver/Rider,1 Male,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180335984,CITY OF LONDON,0,533280,181590,1,3 Pedestrian,1 Male,25-59,49,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
48180335994,CITY OF LONDON,0,531640,181040,1,1 Driver/Rider,1 Male,25-59,55,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48180336356,CITY OF LONDON,0,532370,181560,1,1 Driver/Rider,2 Female,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180336361,CITY OF LONDON,0,531390,181560,1,1 Driver/Rider,2 Female,25-59,31,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180336381,CITY OF LONDON,0,532565,181140,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48180336389,CITY OF LONDON,0,533340,180710,1,1 Driver/Rider,2 Female,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
48180336482,CITY OF LONDON,0,531620,180880,2,1 Driver/Rider,1 Male,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180336482,CITY OF LONDON,0,531620,180880,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180336484,CITY OF LONDON,0,532620,181120,1,2 Passenger,2 Female,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
48180342047,CITY OF LONDON,0,531310,181360,1,3 Pedestrian,1 Male,16-24,22,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
48180342063,CITY OF LONDON,0,532880,180710,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48180342127,CITY OF LONDON,0,533070,180930,1,3 Pedestrian,2 Female,25-59,41,1,2 Serious,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
48180342152,CITY OF LONDON,0,532200,180870,1,1 Driver/Rider,1 Male,25-59,47,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180342367,CITY OF LONDON,0,531570,181570,1,1 Driver/Rider,2 Female,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48180342392,CITY OF LONDON,0,533250,181950,1,1 Driver/Rider,2 Female,25-59,25,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180342402,CITY OF LONDON,0,532040,181540,1,1 Driver/Rider,1 Male,25-59,40,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48180342510,CITY OF LONDON,0,532100,181850,1,3 Pedestrian,2 Female,60+,82,1,2 Serious,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
48180342522,CITY OF LONDON,0,532560,180810,1,3 Pedestrian,2 Female,25-59,47,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
48180342531,CITY OF LONDON,0,532860,181520,1,3 Pedestrian,1 Male,25-59,26,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
48180342541,CITY OF LONDON,0,531640,180890,1,3 Pedestrian,2 Female,25-59,28,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
48180803443,CITY OF LONDON,0,533640,180190,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180803453,CITY OF LONDON,0,531640,180890,1,1 Driver/Rider,1 Male,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48180804391,CITY OF LONDON,0,532870,180770,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180804400,CITY OF LONDON,0,531470,180830,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48180804414,CITY OF LONDON,0,533640,181010,1,3 Pedestrian,2 Female,25-59,31,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
48180804420,CITY OF LONDON,0,532020,181350,1,3 Pedestrian,2 Female,16-24,23,1,2 Serious,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
48180804426,CITY OF LONDON,0,531860,180950,1,2 Passenger,1 Male,0-15,0,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
48180804487,CITY OF LONDON,0,532670,181330,1,3 Pedestrian,2 Female,25-59,34,1,2 Serious,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
48180804494,CITY OF LONDON,0,532780,181760,1,3 Pedestrian,1 Male,25-59,29,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
48180804570,CITY OF LONDON,0,531630,180990,1,1 Driver/Rider,2 Female,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180804575,CITY OF LONDON,0,531210,181590,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48180804593,CITY OF LONDON,0,532880,180830,1,2 Passenger,2 Female,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
48180804625,CITY OF LONDON,0,532710,181110,1,3 Pedestrian,1 Male,16-24,22,1,3 Slight,09 In Road - Not Crossing,7 In Rd Facing Traffic,1 Pedestrian, 
48180804631,CITY OF LONDON,0,532670,181260,1,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180804914,CITY OF LONDON,0,531920,181360,1,1 Driver/Rider,1 Male,0-15,8,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180804917,CITY OF LONDON,0,533310,180690,1,3 Pedestrian,2 Female,25-59,52,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
48180805299,CITY OF LONDON,0,533330,181660,1,3 Pedestrian,2 Female,25-59,28,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
48180805302,CITY OF LONDON,0,533730,180400,1,1 Driver/Rider,1 Male,25-59,27,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180805309,CITY OF LONDON,0,533290,181600,1,3 Pedestrian,1 Male,0-15,4,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
48180806853,CITY OF LONDON,0,533250,181530,1,1 Driver/Rider,1 Male,25-59,49,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180806860,CITY OF LONDON,0,532670,181630,1,1 Driver/Rider,2 Female,25-59,25,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180806871,CITY OF LONDON,0,532870,180780,1,1 Driver/Rider,2 Female,25-59,25,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180807623,CITY OF LONDON,0,531650,181120,1,3 Pedestrian,2 Female,60+,68,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
48180807631,CITY OF LONDON,0,531690,181170,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180807637,CITY OF LONDON,0,533820,180920,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180807654,CITY OF LONDON,0,532170,181180,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180807662,CITY OF LONDON,0,533250,181240,1,3 Pedestrian,2 Female,16-24,24,1,2 Serious,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
48180808223,CITY OF LONDON,0,533640,181010,1,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
48180808244,CITY OF LONDON,0,531820,181140,1,3 Pedestrian,1 Male,16-24,23,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
48180811076,CITY OF LONDON,0,531830,181140,1,1 Driver/Rider,2 Female,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180811081,CITY OF LONDON,0,532480,181150,1,1 Driver/Rider,2 Female,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180811095,CITY OF LONDON,0,533020,181060,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180811112,CITY OF LONDON,0,531430,181390,1,2 Passenger,2 Female,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
48180811124,CITY OF LONDON,0,533220,180940,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180811143,CITY OF LONDON,0,533640,181210,2,3 Pedestrian,2 Female,25-59,56,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
48180811143,CITY OF LONDON,0,533640,181210,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180811154,CITY OF LONDON,0,531810,180830,2,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
48180811154,CITY OF LONDON,0,531810,180830,1,1 Driver/Rider,2 Female,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
48180811194,CITY OF LONDON,0,531650,181070,1,1 Driver/Rider,2 Female,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180811203,CITY OF LONDON,0,531710,180950,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180811206,CITY OF LONDON,0,531650,180990,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48180811206,CITY OF LONDON,0,531650,180990,2,3 Pedestrian,2 Female,25-59,28,1,2 Serious,05 Crossing Road (Not On Xing),4 From Drivers O/Side Msk,1 Pedestrian, 
48180811216,CITY OF LONDON,0,531760,180940,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180811283,CITY OF LONDON,0,532670,181110,1,2 Passenger,1 Male,25-59,56,1,2 Serious,-2 Unknown,-2 N/A,6 Bus Or Coach, 
48180811287,CITY OF LONDON,0,532870,180780,1,1 Driver/Rider,1 Male,25-59,31,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48180811297,CITY OF LONDON,0,532180,181420,1,1 Driver/Rider,1 Male,25-59,32,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180811305,CITY OF LONDON,0,531590,181440,1,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180811863,CITY OF LONDON,0,532480,181300,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180811871,CITY OF LONDON,0,533320,181640,1,3 Pedestrian,1 Male,16-24,23,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
48180811884,CITY OF LONDON,0,532720,181130,1,3 Pedestrian,1 Male,25-59,39,1,2 Serious,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
48180811935,CITY OF LONDON,0,532500,181040,1,1 Driver/Rider,1 Male,25-59,50,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180811962,CITY OF LONDON,0,532730,181130,1,3 Pedestrian,1 Male,25-59,30,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
48180812174,CITY OF LONDON,0,532880,180820,1,1 Driver/Rider,1 Male,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180812174,CITY OF LONDON,0,532880,180820,2,3 Pedestrian,2 Female,60+,62,1,2 Serious,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
48180812193,CITY OF LONDON,0,533070,181230,1,1 Driver/Rider,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48180812225,CITY OF LONDON,0,533020,181350,1,1 Driver/Rider,1 Male,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,8 Other Vehicle, 
48180815498,CITY OF LONDON,0,533250,181530,1,3 Pedestrian,1 Male,25-59,42,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
48180815515,CITY OF LONDON,0,532440,180820,1,3 Pedestrian,2 Female,16-24,22,1,2 Serious,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian, 
48180815778,CITY OF LONDON,0,531650,181060,1,1 Driver/Rider,1 Male,25-59,38,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180815785,CITY OF LONDON,0,531650,180940,1,3 Pedestrian,1 Male,25-59,36,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
48180815796,CITY OF LONDON,0,532730,181110,1,1 Driver/Rider,1 Male,25-59,30,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180815819,CITY OF LONDON,0,533650,180940,1,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180815838,CITY OF LONDON,0,532810,180530,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48180816051,CITY OF LONDON,0,532470,181030,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48180816056,CITY OF LONDON,0,532380,181180,1,2 Passenger,1 Male,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
48180816066,CITY OF LONDON,0,532180,181040,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180817649,CITY OF LONDON,0,532760,181040,1,3 Pedestrian,2 Female,25-59,46,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
48180817667,CITY OF LONDON,0,533210,181440,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180817675,CITY OF LONDON,0,531050,181480,1,3 Pedestrian,2 Female,60+,74,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
48180817687,CITY OF LONDON,0,531970,181100,1,1 Driver/Rider,2 Female,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180817779,CITY OF LONDON,0,531670,180920,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180817868,CITY OF LONDON,0,531690,181170,1,2 Passenger,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
48180817899,CITY OF LONDON,0,533420,181060,1,1 Driver/Rider,1 Male,25-59,38,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48180820349,CITY OF LONDON,0,531960,180940,1,1 Driver/Rider,1 Male,25-59,40,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180820350,CITY OF LONDON,0,532880,180820,1,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180820351,CITY OF LONDON,0,531357,181430,1,1 Driver/Rider,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48180820357,CITY OF LONDON,0,532740,181070,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48180820357,CITY OF LONDON,0,532740,181070,2,3 Pedestrian,1 Male,60+,77,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
48180820361,CITY OF LONDON,0,533210,181430,1,2 Passenger,2 Female,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
48180820386,CITY OF LONDON,0,533370,181820,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180820403,CITY OF LONDON,0,533680,180820,1,2 Passenger,1 Male,0-15,13,1,2 Serious,-2 Unknown,-2 N/A,6 Bus Or Coach, 
48180820411,CITY OF LONDON,0,531740,180830,1,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
48180820420,CITY OF LONDON,0,532560,180790,1,1 Driver/Rider,1 Male,16-24,23,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48180820438,CITY OF LONDON,0,532610,181580,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180820444,CITY OF LONDON,0,533040,180830,1,1 Driver/Rider,1 Male,25-59,47,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48180820478,CITY OF LONDON,0,532620,181130,1,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
48180820486,CITY OF LONDON,0,531380,181530,1,3 Pedestrian,1 Male,25-59,36,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
48180820492,CITY OF LONDON,0,532770,181160,1,2 Passenger,1 Male,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
48180820497,CITY OF LONDON,0,532460,181500,1,3 Pedestrian,2 Female,25-59,43,1,3 Slight,09 In Road - Not Crossing,5 In Rd Not Crossing,1 Pedestrian, 
48180820518,CITY OF LONDON,0,533310,181630,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180820521,CITY OF LONDON,0,532480,181040,1,1 Driver/Rider,2 Female,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180820521,CITY OF LONDON,0,532480,181040,2,3 Pedestrian,2 Female,25-59,39,1,3 Slight,01 Crossing Road On Ped Xing,2 From Drivers N/Side Msk,1 Pedestrian, 
48180820530,CITY OF LONDON,0,533190,181140,1,1 Driver/Rider,2 Female,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48180820536,CITY OF LONDON,0,533650,181210,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48180820548,CITY OF LONDON,0,533200,181420,1,1 Driver/Rider,1 Male,25-59,37,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48180820555,CITY OF LONDON,0,533300,181600,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48180820669,CITY OF LONDON,0,533320,181930,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
48180820675,CITY OF LONDON,0,532630,181120,1,3 Pedestrian,1 Male,25-59,29,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
48180820677,CITY OF LONDON,0,533310,181640,1,3 Pedestrian,1 Male,25-59,43,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
48180820687,CITY OF LONDON,0,532720,181600,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180820741,CITY OF LONDON,0,532560,181870,1,1 Driver/Rider,2 Female,25-59,30,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180820743,CITY OF LONDON,0,531640,180990,1,1 Driver/Rider,2 Female,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180820747,CITY OF LONDON,0,531880,181370,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180820752,CITY OF LONDON,0,533230,181140,1,1 Driver/Rider,1 Male,25-59,57,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180820759,CITY OF LONDON,0,533020,180820,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180820761,CITY OF LONDON,0,533300,180980,1,3 Pedestrian,2 Female,25-59,27,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
48180820779,CITY OF LONDON,0,531630,181180,1,1 Driver/Rider,1 Male,16-24,23,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180820789,CITY OF LONDON,0,533740,181260,1,1 Driver/Rider,2 Female,25-59,42,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180820813,CITY OF LONDON,0,532850,180740,1,3 Pedestrian,1 Male,25-59,33,1,3 Slight,09 In Road - Not Crossing,8 In Rd Back To Traffic,1 Pedestrian, 
48180820834,CITY OF LONDON,0,532870,180840,1,2 Passenger,2 Female,60+,61,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
48180820845,CITY OF LONDON,0,533120,180810,1,1 Driver/Rider,1 Male,25-59,45,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
48180820857,CITY OF LONDON,0,531300,181350,1,3 Pedestrian,1 Male,25-59,29,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
1180081335,WESTMINSTER,1,525740,181470,2,3 Pedestrian,2 Female,25-59,40,1,3 Slight,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian, 
1180081335,WESTMINSTER,1,525740,181470,1,3 Pedestrian,1 Male,25-59,43,1,3 Slight,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian, 
1180081395,WESTMINSTER,1,530350,180040,2,3 Pedestrian,1 Male,25-59,37,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
1180081395,WESTMINSTER,1,530350,180040,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1180081455,WESTMINSTER,1,529440,180457,1,3 Pedestrian,1 Male,60+,79,1,3 Slight,08 In Centre Of Carriageway,5 In Rd Not Crossing,1 Pedestrian, 
1180081501,WESTMINSTER,1,528460,179110,2,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
1180081501,WESTMINSTER,1,528460,179110,1,2 Passenger,1 Male,25-59,35,1,2 Serious,-2 Unknown,-2 N/A,5 Taxi, 
1180081862,WESTMINSTER,1,529100,178960,1,1 Driver/Rider,2 Female,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1180081905,WESTMINSTER,1,528500,179790,1,2 Passenger,2 Female,60+,78,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1180081972,WESTMINSTER,1,528670,181120,1,2 Passenger,1 Male,60+,81,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1180081983,WESTMINSTER,1,528680,181150,1,3 Pedestrian,2 Female,25-59,32,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
1180081996,WESTMINSTER,1,526540,181650,1,1 Driver/Rider,1 Male,25-59,53,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1180082022,WESTMINSTER,1,525690,181190,2,2 Passenger,1 Male,0-15,7,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
